Severity,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Crossing,Junction,Railway,Roundabout,Stop,Traffic_Signal,Sunrise_Sunset,Year,Month,Hour,DayOfWeek
2,San Diego,CA,86.0,16.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Day,2019.0,10.0,16.0,3.0
2,Seminole,FL,72.0,91.0,10.0,9.2,,Clear,False,False,False,False,False,False,Day,2016.0,10.0,7.0,0.0
2,Guilford,NC,81.0,69.0,10.0,7.0,0.0,Cloudy,False,False,False,False,False,False,Day,2022.0,8.0,17.0,0.0
2,Washington,OR,32.0,96.0,0.5,0.0,0.0,Fog,False,False,False,False,False,False,Night,2022.0,1.0,5.0,0.0
3,Cook,IL,37.0,82.0,9.0,9.2,,Overcast,False,True,False,False,False,False,Night,2018.0,2.0,22.0,4.0
2,Tioga,PA,71.0,57.0,10.0,7.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,8.0,14.0,5.0
2,Suffolk,NY,51.0,74.0,10.0,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2019.0,12.0,10.0,4.0
2,Jackson,MO,28.0,47.0,10.0,6.9,,Clear,False,True,False,False,False,False,Night,2017.0,2.0,21.0,4.0
2,East Baton Rouge,LA,39.0,76.0,10.0,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2022.0,11.0,5.0,0.0
2,Los Angeles,CA,68.0,84.0,10.0,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2020.0,9.0,19.0,6.0
2,Westchester,NY,41.0,61.0,10.0,24.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,Day,2020.0,1.0,12.0,3.0
2,Milwaukee,WI,54.0,77.0,0.5,16.0,0.0,Haze,False,False,False,False,False,False,Day,2022.0,5.0,15.0,2.0
1,Emery,UT,63.0,75.0,10.0,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2022.0,8.0,7.0,0.0
2,Klamath,OR,50.0,62.0,9.0,9.2,,Light Rain,False,False,False,False,False,False,Day,2018.0,10.0,14.0,4.0
2,Sacramento,CA,82.0,41.0,10.0,9.2,,Clear,False,False,False,False,False,False,Day,2016.0,7.0,18.0,0.0
2,Mecklenburg,NC,89.1,59.0,10.0,6.9,,Scattered Clouds,False,False,False,False,False,True,Day,2016.0,7.0,12.0,4.0
2,Oklahoma,OK,76.0,50.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,10.0,20.0,3.0
4,Mahoning,OH,28.9,85.0,6.0,3.5,,Clear,False,True,False,False,False,False,Day,2019.0,2.0,7.0,4.0
3,Santa Clara,CA,69.1,57.0,10.0,11.5,,Clear,False,False,False,False,False,False,Day,2016.0,5.0,13.0,0.0
2,Duval,FL,68.0,96.0,10.0,7.0,0.0,Cloudy,False,False,False,False,False,False,Day,2020.0,10.0,9.0,0.0
2,Orange,FL,69.0,30.0,10.0,5.0,0.0,Fair,True,False,False,False,False,False,Day,2022.0,1.0,14.0,0.0
2,Albemarle,VA,40.0,53.0,10.0,7.0,0.0,Fair,False,False,False,False,False,False,Day,2020.0,12.0,8.0,2.0
2,San Bernardino,CA,49.0,64.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Night,2019.0,12.0,22.0,0.0
2,Fairfax County,VA,87.0,55.0,10.0,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2021.0,8.0,11.0,5.0
2,Crook,OR,36.0,87.0,0.5,5.0,0.0,Snow,False,False,False,False,False,False,Day,,,,
2,Horry,SC,82.0,79.0,10.0,11.5,,Clear,False,False,False,False,False,False,Day,2018.0,10.0,17.0,1.0
3,Dakota,MN,1.4,85.0,10.0,,,,False,False,False,False,False,False,Night,2019.0,1.0,21.0,1.0
2,Los Angeles,CA,72.0,64.0,10.0,,,Clear,False,False,False,False,False,False,Day,2018.0,10.0,13.0,1.0
2,Hampton (City),VA,,,,,,,False,False,False,False,False,False,Day,,,,
2,Lancaster,PA,48.0,48.0,10.0,12.7,,Scattered Clouds,False,False,False,False,False,False,Day,2016.0,11.0,13.0,6.0
2,Los Angeles,CA,79.0,48.0,10.0,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2022.0,8.0,14.0,3.0
3,Hanover,VA,75.0,64.0,10.0,9.2,,Mostly Cloudy,False,False,False,False,False,False,Day,2018.0,7.0,14.0,5.0
2,Miami-Dade,FL,71.0,78.0,10.0,13.0,0.0,Fair,False,False,False,False,False,False,Night,,,,
2,Westchester,NY,36.0,64.0,10.0,19.6,,Mostly Cloudy,False,False,False,False,False,False,Day,2018.0,3.0,13.0,0.0
2,Prince William,VA,58.0,93.0,0.25,6.0,0.18,Rain,False,False,False,False,False,False,Day,2022.0,1.0,11.0,5.0
2,Middlesex,NJ,37.0,59.0,10.0,3.0,0.0,Cloudy,False,False,False,False,False,False,Night,,,,
2,Iredell,NC,61.0,87.0,10.0,7.0,0.0,Cloudy,False,False,False,False,False,False,Night,2022.0,5.0,2.0,2.0
2,Genesee,MI,19.0,62.0,10.0,15.0,,Clear,False,False,False,False,False,True,Day,2016.0,12.0,11.0,2.0
2,Malheur,OR,48.0,100.0,2.0,9.0,0.0,Fog,False,False,False,False,False,False,Day,2020.0,5.0,14.0,2.0
2,Northampton,PA,54.0,29.0,10.0,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2020.0,4.0,15.0,5.0
2,Durham,NC,,,,,,,True,False,False,False,False,True,Day,2022.0,5.0,12.0,5.0
2,Berkeley,SC,,,,,,,False,False,False,False,False,False,Day,2019.0,3.0,16.0,1.0
2,Escambia,FL,78.1,84.0,10.0,,0.0,Overcast,True,False,False,False,False,True,Day,2017.0,10.0,8.0,0.0
2,Santa Clara,CA,45.0,100.0,6.0,0.0,0.08,Cloudy,False,False,False,False,False,False,Night,2020.0,3.0,6.0,0.0
2,Linn,OR,48.9,90.0,10.0,10.4,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2018.0,10.0,22.0,6.0
2,Davidson,TN,65.0,70.0,10.0,5.0,0.0,Fair,True,False,False,False,False,False,Day,2022.0,8.0,7.0,5.0
4,Franklin,PA,74.0,57.0,10.0,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2020.0,6.0,14.0,2.0
2,Los Angeles,CA,60.0,90.0,3.0,6.0,0.05,Light Rain,False,False,False,False,False,False,Day,2022.0,12.0,10.0,5.0
2,Northampton,PA,85.0,28.0,10.0,12.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,8.0,16.0,1.0
3,Iron,UT,69.0,15.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Day,2020.0,9.0,16.0,3.0
2,Middlesex,MA,58.0,75.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Day,2019.0,9.0,7.0,0.0
2,Richmond City,VA,52.0,20.0,10.0,10.4,,Clear,False,False,False,False,False,False,Night,2019.0,2.0,18.0,4.0
3,Hennepin,MN,27.0,78.0,2.5,4.6,0.0,Light Snow,False,False,False,False,False,False,Night,2017.0,12.0,18.0,4.0
2,Montgomery,PA,29.0,38.0,10.0,0.0,0.0,Fair,False,True,False,False,False,False,Day,2021.0,2.0,16.0,2.0
3,Orange,FL,84.0,74.0,10.0,8.0,0.0,Light Rain with Thunder,False,False,False,False,False,False,Day,2022.0,9.0,18.0,6.0
2,Los Angeles,CA,71.0,66.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Night,,,,
2,District of Columbia,DC,49.0,50.0,10.0,6.0,0.0,Fair,False,False,False,False,False,False,Day,,,,
2,Hennepin,MN,36.0,37.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Day,2020.0,3.0,12.0,4.0
2,Harris,TX,71.6,88.0,6.0,6.9,,Overcast,True,False,False,False,False,True,Night,2017.0,3.0,22.0,0.0
2,Harris,TX,57.9,93.0,10.0,3.5,,Clear,False,False,False,False,False,False,Day,2017.0,11.0,7.0,1.0
3,Kings,NY,79.0,72.0,10.0,4.6,,Mostly Cloudy,False,False,False,False,False,False,Day,2018.0,10.0,14.0,6.0
2,Canadian,OK,54.0,66.0,10.0,16.1,0.0,Clear,True,False,False,False,False,True,Night,2017.0,10.0,7.0,2.0
2,Yavapai,AZ,83.0,10.0,10.0,14.0,0.0,Fair,True,False,False,False,False,True,Day,2020.0,5.0,15.0,4.0
3,Sumter,SC,86.0,55.0,10.0,4.6,,Mostly Cloudy,False,False,False,False,False,False,Day,2017.0,8.0,15.0,4.0
2,Wake,NC,29.0,67.0,10.0,3.0,0.0,Fair,True,False,False,False,False,True,Night,2020.0,2.0,4.0,4.0
2,San Diego,CA,56.0,69.0,10.0,7.0,0.0,Fair,True,False,False,False,False,True,Night,2022.0,12.0,17.0,2.0
2,Henrico,VA,40.0,93.0,10.0,0.0,0.06,Light Rain,False,False,False,False,False,False,Night,2023.0,1.0,1.0,0.0
2,Wayne,MI,66.0,75.0,10.0,13.0,0.0,Cloudy,False,False,False,False,False,False,Night,2021.0,10.0,19.0,1.0
2,Jefferson,AL,80.0,81.0,9.0,3.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,7.0,21.0,3.0
2,Laurens,SC,72.0,46.0,7.0,5.0,0.0,Fair,False,False,False,False,False,False,Day,2020.0,6.0,11.0,0.0
3,Philadelphia,PA,14.0,54.0,10.0,12.7,,Clear,False,False,False,False,False,False,Night,2018.0,1.0,6.0,1.0
4,Etowah,AL,82.0,71.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Day,2019.0,9.0,11.0,5.0
2,Riverside,CA,73.0,55.0,10.0,0.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,8.0,2.0,3.0
2,Clearfield,PA,81.0,35.0,10.0,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,,2022.0,6.0,17.0,4.0
4,Skagit,WA,82.0,42.0,6.0,3.0,0.0,Haze,False,False,False,False,False,False,Day,2021.0,7.0,16.0,5.0
2,Jefferson,KY,38.0,89.0,9.0,5.0,0.0,Cloudy,False,False,False,False,False,False,Night,2019.0,12.0,7.0,0.0
2,Travis,TX,49.0,,10.0,6.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,2.0,0.0,6.0
2,Cass,ND,32.0,96.0,0.75,16.0,0.06,Light Snow,False,True,False,False,False,False,Day,,,,
3,Hennepin,MN,37.0,96.0,3.0,9.2,0.01,Overcast,False,False,False,False,False,False,Day,2019.0,3.0,12.0,2.0
2,Wake,NC,88.0,40.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Day,2019.0,9.0,13.0,0.0
3,Los Angeles,CA,69.1,75.0,10.0,9.2,,Clear,False,False,False,False,False,False,Night,2016.0,8.0,20.0,3.0
2,Georgetown,SC,43.0,81.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Night,2020.0,12.0,6.0,1.0
2,Newport News (City),VA,46.0,49.0,10.0,13.0,0.0,Fair,False,False,False,False,False,False,Day,,,,
4,Baker,OR,46.0,58.0,10.0,7.0,0.0,Fair,False,True,False,False,False,False,Day,2022.0,2.0,16.0,3.0
3,Mobile,AL,91.0,61.0,10.0,,,Scattered Clouds,False,False,False,False,False,False,Day,2018.0,9.0,15.0,4.0
2,Santa Clara,CA,50.0,94.0,5.0,0.0,0.0,Cloudy,False,True,False,False,False,False,Day,2022.0,2.0,7.0,0.0
2,Stafford,VA,90.0,44.0,10.0,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2022.0,5.0,15.0,6.0
4,Jay,IN,41.0,57.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Night,2020.0,3.0,1.0,5.0
2,Orange,CA,53.1,86.0,10.0,,,Clear,False,True,False,False,False,False,Night,2018.0,5.0,5.0,3.0
2,Richmond City,VA,63.0,52.0,10.0,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,,,,
2,Leon,FL,41.0,23.0,10.0,12.7,,Partly Cloudy,False,True,False,False,False,False,Day,2018.0,1.0,13.0,1.0
2,Suffolk,MA,75.0,69.0,10.0,3.0,0.0,Fair,False,False,False,False,True,False,Day,2020.0,9.0,18.0,2.0
3,Bullitt,KY,55.9,67.0,10.0,9.2,,Partly Cloudy,False,False,False,False,False,False,Day,2016.0,4.0,9.0,4.0
2,Escambia,FL,54.0,97.0,10.0,12.0,0.01,Light Rain,False,False,False,False,False,False,Day,2021.0,2.0,17.0,4.0
2,Yamhill,OR,42.1,100.0,0.5,4.6,,Fog,False,False,False,False,False,False,Night,2018.0,1.0,7.0,0.0
3,San Joaquin,CA,90.0,26.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Day,2020.0,9.0,12.0,5.0
2,Polk,IA,23.0,100.0,5.0,,,Overcast,False,False,False,False,False,False,Night,2019.0,1.0,6.0,0.0
2,Kent,MI,32.0,88.0,10.0,5.0,0.0,Fair,True,False,False,False,False,False,Night,2020.0,11.0,21.0,2.0
2,Seminole,FL,69.0,93.0,8.0,9.0,0.13,T-Storm,False,False,False,False,False,False,Night,2022.0,4.0,3.0,4.0
2,Los Angeles,CA,78.0,58.0,10.0,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2019.0,9.0,17.0,2.0
2,San Diego,CA,79.0,27.0,10.0,8.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,3.0,16.0,1.0
2,DeKalb,GA,36.0,76.0,10.0,,,Clear,False,False,False,False,False,False,Day,2018.0,12.0,9.0,2.0
4,Napa,CA,72.0,34.0,10.0,15.0,,Clear,False,False,False,False,False,False,Day,2017.0,6.0,13.0,6.0
2,Salt Lake,UT,32.0,96.0,0.12,3.0,0.0,Fog,False,False,False,False,False,False,Day,2019.0,12.0,13.0,2.0
2,Orange,CA,64.9,84.0,10.0,4.6,,Overcast,False,False,False,False,False,False,Day,2017.0,7.0,8.0,5.0
2,Shelby,TN,80.0,79.0,10.0,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2022.0,7.0,1.0,5.0
2,Klamath,OR,36.0,87.0,10.0,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,,,,
2,Greenville,SC,48.0,33.0,10.0,7.0,0.0,Cloudy,False,False,False,False,False,False,Night,2020.0,1.0,18.0,3.0
1,Kenton,KY,76.0,87.0,10.0,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2022.0,8.0,8.0,0.0
2,Greenville,SC,52.0,57.0,10.0,14.0,0.0,Fair,False,False,False,False,False,False,Night,2019.0,10.0,4.0,4.0
2,Los Angeles,CA,80.0,30.0,10.0,10.0,0.0,Fair,False,False,False,False,False,False,Day,2020.0,5.0,15.0,1.0
2,Harris,TX,89.6,66.0,10.0,8.1,,Mostly Cloudy,False,False,False,False,False,True,Day,2018.0,7.0,12.0,3.0
2,Orange,CA,68.0,65.0,10.0,6.9,,Mostly Cloudy,False,False,False,False,False,True,Day,2017.0,4.0,11.0,3.0
2,Washington,MN,34.0,56.0,10.0,13.0,0.0,Cloudy,False,False,False,False,False,False,Day,2020.0,11.0,12.0,6.0
2,Madison,OH,21.2,86.0,0.5,3.5,,Light Snow,False,False,False,False,False,False,Day,2019.0,1.0,8.0,3.0
2,Madison,AL,36.0,28.0,9.0,8.0,0.0,Fair,False,False,False,False,False,True,Day,2022.0,1.0,14.0,5.0
2,Orange,FL,79.0,45.0,10.0,17.0,0.0,Partly Cloudy,True,False,False,False,False,False,Day,2020.0,11.0,13.0,2.0
2,Lancaster,PA,72.0,43.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Day,,,,
2,San Diego,CA,73.9,53.0,10.0,,,Scattered Clouds,False,False,False,False,False,False,Night,2016.0,9.0,0.0,2.0
1,Mecklenburg,NC,82.0,69.0,10.0,9.0,0.0,Mostly Cloudy,False,False,False,False,False,True,Day,2022.0,8.0,16.0,0.0
2,Pima,AZ,63.3,15.0,10.0,5.8,,Clear,False,False,False,False,False,True,Night,2018.0,3.0,20.0,1.0
3,Candler,GA,74.8,98.0,7.0,,,Light Rain,False,False,False,False,False,False,Day,2017.0,7.0,8.0,0.0
2,Hennepin,MN,37.0,65.0,10.0,10.0,0.0,Fair,False,False,False,False,False,False,Night,2020.0,10.0,23.0,4.0
2,Dallas,TX,36.0,81.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Day,2023.0,2.0,8.0,4.0
2,Leon,FL,74.0,91.0,10.0,0.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,7.0,2.0,5.0
3,Cuyahoga,OH,32.0,69.0,10.0,26.5,0.0,Overcast,False,False,False,False,False,True,Night,2018.0,11.0,17.0,1.0
2,Los Angeles,CA,,,,,,,False,False,False,False,False,False,Day,2017.0,11.0,6.0,3.0
2,Tarrant,TX,31.0,49.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,2.0,0.0,6.0
2,Hillsborough,FL,72.0,50.0,10.0,,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2022.0,4.0,17.0,4.0
2,El Paso,TX,95.0,26.0,10.0,14.0,,Fair,False,False,False,False,False,False,Day,2019.0,8.0,16.0,2.0
2,Cook,IL,76.0,56.0,10.0,14.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,8.0,10.0,0.0
2,Mecklenburg,NC,59.0,93.0,10.0,10.4,,Overcast,True,False,False,False,False,True,Night,2018.0,2.0,6.0,3.0
3,District of Columbia,DC,30.9,59.0,10.0,13.8,,Overcast,True,False,True,False,False,True,Day,2017.0,12.0,8.0,2.0
2,Williamson,TX,97.2,24.0,10.0,6.9,,Mostly Cloudy,False,False,False,False,False,False,Day,2018.0,7.0,17.0,1.0
2,Polk,IA,70.0,43.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Night,2020.0,10.0,22.0,1.0
2,Davidson,TN,42.0,55.0,10.0,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2019.0,12.0,17.0,1.0
2,Los Angeles,CA,54.0,66.0,10.0,0.0,0.0,Partly Cloudy,False,True,False,False,False,False,Night,2020.0,3.0,2.0,0.0
2,Greene,MO,60.0,93.0,10.0,6.0,0.0,Cloudy,False,True,False,False,False,False,Day,2021.0,6.0,17.0,1.0
2,Lee,FL,80.0,81.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Night,,,,
2,Queens,NY,59.0,100.0,0.5,3.0,0.0,Fog,False,False,False,False,False,False,Night,2022.0,5.0,2.0,5.0
2,Montgomery,PA,81.0,64.0,5.0,0.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,7.0,11.0,2.0
2,Wake,NC,51.0,36.0,10.0,6.0,0.0,Fair,False,False,False,False,False,False,Night,2023.0,1.0,17.0,1.0
2,Tulsa,OK,50.0,93.0,10.0,9.2,0.0,Overcast,False,False,False,False,False,True,Night,2018.0,10.0,4.0,4.0
2,Travis,TX,40.0,93.0,6.0,0.0,0.0,Cloudy,False,False,False,False,False,False,Day,2022.0,12.0,7.0,2.0
2,Canyon,ID,21.0,100.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Night,2020.0,12.0,2.0,3.0
2,Clarendon,SC,61.0,94.0,4.0,0.0,0.14,Heavy Rain,False,False,False,False,False,False,Night,2022.0,1.0,21.0,6.0
1,King,WA,42.0,82.0,10.0,6.0,0.0,Cloudy,False,False,False,False,False,False,Night,2020.0,3.0,21.0,1.0
2,Trumbull,OH,64.9,58.0,10.0,4.6,,Clear,False,True,False,False,False,False,Day,2016.0,5.0,8.0,1.0
2,San Mateo,CA,61.0,82.0,6.0,14.0,0.0,Haze,False,False,False,False,False,False,Day,2022.0,7.0,15.0,3.0
2,Miami-Dade,FL,81.0,69.0,10.0,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2022.0,3.0,15.0,1.0
2,Spartanburg,SC,53.6,100.0,0.5,5.8,,Fog,False,False,False,False,False,False,Night,2018.0,1.0,17.0,3.0
2,Orange,CA,80.1,15.0,10.0,3.5,,Clear,False,False,False,False,False,True,Day,2016.0,12.0,13.0,1.0
2,Dallas,TX,75.0,82.0,9.0,18.4,,Mostly Cloudy,False,False,False,False,False,True,Day,2017.0,5.0,7.0,4.0
2,Santa Clara,CA,73.0,55.0,10.0,6.9,,Mostly Cloudy,False,False,False,False,False,False,Day,2016.0,11.0,16.0,1.0
2,Greenville,SC,55.4,100.0,0.5,4.6,,Fog,False,False,False,False,False,False,Day,2019.0,2.0,7.0,2.0
2,Halifax,NC,43.0,100.0,5.0,3.0,0.01,Rain,False,False,False,False,False,False,Day,2022.0,12.0,10.0,3.0
2,Placer,CA,50.0,58.0,10.0,5.0,0.0,Fair,False,False,False,False,False,False,Night,2023.0,1.0,17.0,5.0
2,Polk,FL,91.0,55.0,10.0,15.0,0.0,Partly Cloudy,True,False,False,False,False,True,Day,2019.0,9.0,12.0,3.0
2,Miami-Dade,FL,82.0,49.0,10.0,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2023.0,1.0,15.0,3.0
2,Albany,NY,64.0,100.0,2.0,9.0,0.01,Light Rain,False,False,False,False,False,False,Night,2021.0,7.0,21.0,6.0
2,Orange,FL,78.0,76.0,10.0,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2019.0,9.0,8.0,4.0
4,Niagara,NY,60.0,86.0,10.0,7.0,0.27,Cloudy,False,False,False,False,False,False,Night,2022.0,9.0,20.0,6.0
2,Tulare,CA,41.0,96.0,10.0,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Night,2022.0,3.0,5.0,0.0
3,Dutchess,NY,37.0,30.0,10.0,13.8,,Partly Cloudy,False,False,False,False,False,False,Day,2019.0,1.0,15.0,4.0
2,Riverside,CA,76.0,50.0,9.0,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2019.0,7.0,10.0,1.0
2,Essex,NJ,59.0,53.0,10.0,8.1,,Overcast,False,False,False,False,False,False,Day,2018.0,3.0,10.0,3.0
2,Essex,NJ,48.9,66.0,10.0,12.7,,Clear,False,False,False,False,False,True,Day,2016.0,10.0,8.0,4.0
3,Alameda,CA,59.0,53.0,9.0,6.9,,Clear,False,False,False,False,False,False,Day,2019.0,1.0,16.0,5.0
2,Miami-Dade,FL,66.9,87.0,10.0,11.5,,Overcast,False,False,False,False,False,False,Day,2019.0,3.0,9.0,2.0
2,Montgomery,VA,77.0,65.0,10.0,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,,,,
2,Colbert,AL,75.0,71.0,10.0,11.5,,Mostly Cloudy,False,False,False,False,False,False,Day,2019.0,3.0,17.0,3.0
2,Stanislaus,CA,53.0,66.0,8.0,0.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,1.0,13.0,0.0
2,Limestone,AL,69.0,33.0,10.0,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2021.0,4.0,16.0,4.0
2,Dallas,TX,70.0,21.0,10.0,15.0,,Mostly Cloudy,True,False,False,False,False,True,Day,2018.0,3.0,16.0,0.0
2,Miami-Dade,FL,79.0,58.0,10.0,13.0,0.0,Fair,False,False,False,False,False,False,Day,2022.0,2.0,12.0,0.0
3,Knox,TN,72.0,71.0,10.0,7.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,1.0,17.0,5.0
2,Franklin,OH,47.0,83.0,10.0,3.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,10.0,8.0,1.0
2,Montgomery,PA,73.4,38.0,10.0,5.8,,Clear,True,False,False,False,False,True,Day,2017.0,9.0,16.0,3.0
2,Mecklenburg,NC,79.0,56.0,10.0,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,Day,2021.0,6.0,11.0,1.0
2,Dallas,TX,82.0,71.0,10.0,9.0,0.0,Fair,False,False,False,False,False,False,Night,2021.0,6.0,0.0,4.0
2,Klamath,OR,34.0,75.0,10.0,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,Day,2020.0,1.0,11.0,5.0
2,New York,NY,75.0,55.0,8.0,0.0,0.0,Fair,True,False,False,False,False,True,Day,2020.0,9.0,13.0,4.0
2,Loudoun,VA,55.4,88.0,10.0,5.8,,Clear,False,False,False,False,False,False,Day,2018.0,2.0,9.0,1.0
2,Orange,FL,48.9,56.0,10.0,4.6,,Clear,True,False,False,False,False,False,Day,2017.0,12.0,8.0,0.0
4,Westchester,NY,53.6,58.0,10.0,29.9,,Mostly Cloudy,False,True,False,False,False,False,Day,2016.0,3.0,18.0,0.0
2,El Paso,CO,33.0,48.0,10.0,9.0,0.0,Mostly Cloudy,False,False,False,False,False,True,Night,,,,
2,Salt Lake,UT,92.0,15.0,10.0,15.0,0.0,Mostly Cloudy,False,True,False,False,False,False,Day,2022.0,8.0,18.0,5.0
2,Miami-Dade,FL,82.0,63.0,10.0,14.0,0.0,Fair,True,False,False,False,True,False,Day,2022.0,4.0,16.0,0.0
3,Jefferson,KY,38.0,65.0,10.0,0.0,0.0,Cloudy,False,False,False,False,False,False,Day,2020.0,1.0,17.0,1.0
2,Miami-Dade,FL,84.0,61.0,10.0,13.0,0.0,Fair,False,False,False,False,False,False,Day,2021.0,12.0,11.0,4.0
3,Kings,NY,62.6,77.0,10.0,16.1,,Overcast,True,False,False,False,False,True,Night,2016.0,9.0,22.0,3.0
3,St. Louis County,MO,45.0,90.0,7.0,,0.0,Light Rain,False,False,False,False,False,False,Day,2018.0,10.0,17.0,4.0
2,Travis,TX,86.0,65.0,10.0,8.0,0.0,Fair,True,False,False,False,False,True,Night,2021.0,6.0,21.0,3.0
2,Grand,UT,89.0,14.0,10.0,24.0,0.0,Fair / Windy,False,False,False,False,False,False,Day,2021.0,6.0,17.0,6.0
3,Tuscaloosa,AL,59.0,26.0,10.0,,,Clear,False,False,False,False,False,False,Day,2018.0,1.0,16.0,3.0
2,Horry,SC,71.0,81.0,10.0,12.0,0.0,Fair,False,False,False,False,False,False,Night,2022.0,10.0,19.0,6.0
2,Harris,TX,77.0,83.0,10.0,18.4,,Mostly Cloudy,False,False,False,False,False,False,Day,2017.0,10.0,10.0,4.0
2,Spokane,WA,52.0,49.0,6.0,8.1,,Smoke,False,False,False,False,False,False,Night,2017.0,9.0,1.0,4.0
2,Mecklenburg,NC,37.0,93.0,4.0,5.0,0.0,Cloudy,False,False,False,False,False,False,Day,2021.0,1.0,11.0,6.0
2,Fauquier,VA,54.0,36.0,10.0,7.0,0.0,Fair,False,False,False,False,False,True,Day,2019.0,12.0,15.0,1.0
2,Santa Cruz,CA,57.0,96.0,4.0,5.8,0.04,Light Rain,True,False,False,False,False,True,Day,2016.0,11.0,15.0,5.0
2,Montgomery,PA,45.0,99.0,1.0,3.0,0.01,Light Rain,False,False,False,False,False,False,Day,2020.0,11.0,6.0,4.0
2,Hennepin,MN,16.0,74.0,10.0,12.0,0.0,Cloudy,False,False,False,False,False,False,Day,2023.0,2.0,9.0,2.0
2,San Joaquin,CA,71.1,51.0,10.0,9.2,,Clear,False,False,False,False,False,False,Day,2016.0,4.0,12.0,0.0
2,Hamilton,OH,34.0,85.0,7.0,10.0,0.0,Cloudy,False,False,False,False,False,False,Night,2023.0,1.0,7.0,3.0
2,Sacramento,CA,88.0,19.0,10.0,6.9,,Clear,False,False,False,False,False,False,Day,2017.0,9.0,14.0,3.0
2,Harris,TX,78.0,74.0,10.0,21.0,0.0,Light Rain / Windy,False,False,False,False,False,True,Day,2021.0,5.0,14.0,5.0
2,Mecklenburg,NC,67.0,79.0,10.0,12.0,0.0,Cloudy,False,False,False,False,False,False,Night,2021.0,12.0,20.0,4.0
2,Columbia,NY,64.9,63.0,10.0,6.9,,Mostly Cloudy,False,False,False,False,False,False,Day,2018.0,6.0,10.0,3.0
2,New Castle,DE,40.0,89.0,4.0,9.0,0.0,Light Rain,True,False,True,False,False,False,Day,2022.0,1.0,7.0,3.0
